LOCATION,latitude,longitude,incidence,RISK,100,cfr,Z,NEW CASES,TOTAL CASES,NEW DEATHS,TOTAL DEATHS,rank
Labette|Kansas|US,37.19113093,-95.29849679,545.4174737,0,0,0.602409639,0,0,166,0,1,1
Lane|Kansas|US,38.48119447,-100.4660754,325.732899,0,0,0,0,0,7,0,0,1
Leavenworth|Kansas|US,39.20183497,-95.03620809,1683.015729,0,0,0.572519084,0,0,1572,0,9,1
Lincoln|Kansas|US,39.04549684,-98.20756994,202.5658339,0,0,0,0,0,6,0,0,1
Linn|Kansas|US,38.21267844,-94.84254089,298.8766361,0,0,0,0,0,50,0,0,1
Logan|Kansas|US,38.91735806,-101.148475,71.58196135,0,0,0,0,0,2,0,0,1
Lyon|Kansas|US,38.45576156,-96.15275715,1928.001205,0,0,1.633605601,0,0,857,0,14,1
Marion|Kansas|US,38.35855394,-97.0985251,403.9044093,0,0,1.666666667,0,0,60,0,1,1
Marshall|Kansas|US,39.78359669,-96.52278974,92.71659627,0,0,0,0,0,13,0,0,1
McPherson|Kansas|US,38.39184858,-97.64769869,434.4474809,0,0,0.512820513,0,0,195,0,1,1
Meade|Kansas|US,37.23859987,-100.364831,892.635755,0,0,0,0,0,58,0,0,1
Miami|Kansas|US,38.56383358,-94.83832189,341.7355493,0,0,0,0,0,167,0,0,1
Mitchell|Kansas|US,39.39331582,-98.20906732,451.5805319,0,0,0,0,0,28,0,0,1
Montgomery|Kansas|US,37.19236568,-95.74329258,455.5593955,0,0,2.450980392,0,0,204,0,5,1
Morris|Kansas|US,38.68827511,-96.65128437,124.5551601,0,0,0,0,0,15,0,0,1
Morton|Kansas|US,37.19141121,-101.7992519,347.8933127,0,0,20,0,0,10,0,2,1
Nemaha|Kansas|US,39.78345387,-96.01392079,439.8397029,0,0,1.886792453,0,0,53,0,1,1
Neosho|Kansas|US,37.55862897,-95.30670046,299.8688074,0,0,0,0,0,72,0,0,1
Ness|Kansas|US,38.47974157,-99.91547333,181.8181818,0,0,0,0,0,11,0,0,1
Norton|Kansas|US,39.78443827,-99.90286639,410.3711994,0,0,0,0,0,23,0,0,1
Osage|Kansas|US,38.65235984,-95.72707998,231.9894664,0,0,0,0,0,53,0,0,1
Osborne|Kansas|US,39.3503437,-98.76753828,87.69365683,0,0,0,0,0,4,0,0,1
Ottawa|Kansas|US,39.13237408,-97.65020313,525.9467041,0,0,0,0,0,39,0,0,1
Pawnee|Kansas|US,38.18108732,-99.23692334,109.1362644,0,0,0,0,0,76,0,0,1
Phillips|Kansas|US,39.78465501,-99.34668865,840.6572411,0,0,15.68627451,0,0,51,0,8,1
Pottawatomie|Kansas|US,39.37925655,-96.34564657,414.2230242,0,0,0,0,0,139,0,0,1
Pratt|Kansas|US,37.64780729,-98.73922153,360.1047577,0,0,0,0,0,37,0,0,1
Rawlins|Kansas|US,39.78525843,-101.0761617,#N/A,0,0,0,0,0,0,0,0,1
Republic|Kansas|US,39.82799632,-97.65036709,539.257981,0,0,0,0,0,34,0,0,1
Rice|Kansas|US,38.34616184,-98.19992118,230.6805075,0,0,2.380952381,0,0,42,0,1,1
Riley|Kansas|US,39.28935726,-96.73420026,599.4719259,0,0,0.866551127,0,0,577,0,5,1
Rooks|Kansas|US,39.35022773,-99.32484567,284.5528455,0,0,0,0,0,20,0,0,1
Rush|Kansas|US,38.52275276,-99.30863983,164.6903821,0,0,0,0,0,12,0,0,1
Russell|Kansas|US,38.91462787,-98.76254297,131.2718786,0,0,0,0,0,17,0,0,1
Saline|Kansas|US,38.78369175,-97.65185177,606.7424019,0,0,2.083333333,0,0,432,0,9,1
Seward|Kansas|US,37.19324632,-100.8507201,5455.478813,0,0,0.3003003,0,0,1332,0,4,1
Shawnee|Kansas|US,39.04100763,-95.7557264,779.6466431,0,0,1.079136691,0,0,1946,0,21,1
Sheridan|Kansas|US,39.35018161,-100.4418259,277.6675922,0,0,0,0,0,9,0,0,1
Sherman|Kansas|US,39.35147699,-101.7197624,236.6063884,0,0,0,0,0,17,0,0,1
Smith|Kansas|US,39.78516566,-98.78566062,83.72871895,0,0,0,0,0,3,0,0,1
Stafford|Kansas|US,38.03100851,-98.71762001,72.18479307,0,0,6.666666667,0,0,15,0,1,1
Stanton|Kansas|US,37.56304714,-101.7843534,797.6071785,0,0,4.761904762,0,0,21,0,1,1
Stevens|Kansas|US,37.1923008,-101.3118967,783.9562443,0,0,0,0,0,47,0,0,1
Sumner|Kansas|US,37.23682549,-97.47721621,402.8726572,0,0,2.727272727,0,0,110,0,3,1
Trego|Kansas|US,38.91467218,-99.87284448,178.3803068,0,0,14.28571429,0,0,7,0,1,1
Unassigned|Kansas|US, nil, nil,#N/A,0,0,0,0,0,0,0,0,1
Wabaunsee|Kansas|US,38.95471985,-96.20350509,577.1172991,0,0,0,0,0,50,0,0,1
Wallace|Kansas|US,38.91686134,-101.7638876,#N/A,0,0,0,0,0,1,0,0,1
Washington|Kansas|US,39.78420784,-97.0875323,36.99593045,0,0,0,0,0,2,0,0,1
Wichita|Kansas|US,38.48178252,-101.3471509,141.5762152,0,0,0,0,0,4,0,0,1
Wilson|Kansas|US,37.55937174,-95.74323255,93.84164223,0,0,0,0,0,16,0,0,1
Woodson|Kansas|US,37.8865336,-95.74006277,350.5417463,0,0,0,0,0,12,0,0,1
Bracken|Kentucky|US,38.69158994,-84.08532444,337.2275081,0,0,0,0,0,37,0,0,1
Breckinridge|Kentucky|US,37.77377239,-86.42885017,234.4093373,0,0,2.197802198,0,0,91,0,2,1
Butler|Kentucky|US,37.20946153,-86.68748787,2251.727619,0,0,5.161290323,0,0,310,0,16,1
Caldwell|Kentucky|US,37.14749129,-87.86948214,353.024241,0,0,0,0,0,62,0,0,1
Carlisle|Kentucky|US,36.85372876,-88.9669222,378.1512605,0,0,1.818181818,0,0,55,0,1,1
Clark|Kentucky|US,37.9689263,-84.14615986,394.3413397,0,0,3.636363636,0,0,220,0,8,1
Crittenden|Kentucky|US,37.35839237,-88.0882609,261.1855553,0,0,2.631578947,0,0,38,0,1,1
Elliott|Kentucky|US,38.11624059,-83.09771563,93.12225622,0,0,0,0,0,19,0,0,1
Estill|Kentucky|US,37.69241417,-83.95956369,77.98100099,0,0,0,0,0,28,0,0,1
Fulton|Kentucky|US,36.55238827,-89.20140068,787.4015748,0,0,1.834862385,0,0,109,0,2,1
Garrard|Kentucky|US,37.6388668,-84.53289319,379.2595947,0,0,2.02020202,0,0,99,1,2,1
Hancock|Kentucky|US,37.83766422,-86.78280584,493.0061912,0,0,0,0,0,55,0,0,1
Harlan|Kentucky|US,36.85699301,-83.21899516,684.3521722,0,0,1.893939394,0,-1,264,0,5,1
Hickman|Kentucky|US,36.6794808,-88.97875928,#N/A,0,0,0,0,0,63,0,0,1
Larue|Kentucky|US,37.54567114,-85.70138352,312.5434088,0,0,1.315789474,0,0,76,0,1,1
Letcher|Kentucky|US,37.12306748,-82.85346474,208.7876398,0,0,3.03030303,0,0,66,0,2,1
Lincoln|Kentucky|US,37.45475628,-84.6565327,374.7606827,0,0,1.538461538,0,0,130,0,2,1
Lyon|Kentucky|US,37.02080035,-88.07886257,353.227771,0,0,11.76470588,0,0,34,0,4,1
Magoffin|Kentucky|US,37.70820545,-83.0657714,131.5681276,0,0,0,0,0,60,0,0,1
Marion|Kentucky|US,37.55218078,-85.26898542,503.2947647,0,0,0.64516129,0,-9,155,0,1,1
Menifee|Kentucky|US,37.94090733,-83.59985712,431.4994606,0,0,0,0,0,28,0,0,1
Mercer|Kentucky|US,37.81474237,-84.87488475,232.5263302,0,0,0.952380952,0,0,105,0,1,1
Montgomery|Kentucky|US,38.03253032,-83.9145241,369.357531,0,0,0.588235294,0,0,170,0,1,1
Morgan|Kentucky|US,37.92465657,-83.25558245,210.3839507,0,0,0,0,0,40,0,0,1
Owsley|Kentucky|US,37.42823949,-83.68811419,203.8505096,0,0,0,0,0,25,0,0,1
Powell|Kentucky|US,37.83218794,-83.82553961,331.7420503,0,0,0,0,0,70,0,0,1
Robertson|Kentucky|US,38.51923469,-84.05055616,142.3149905,0,0,0,0,0,3,0,0,1
Rockcastle|Kentucky|US,37.36642393,-84.31176452,335.4297694,0,0,0,0,0,107,0,0,1
Rowan|Kentucky|US,38.19484205,-83.42088935,273.9165985,0,0,0,0,0,89,0,0,1
Trigg|Kentucky|US,36.80767017,-87.87333656,327.6226879,0,0,0,0,0,63,0,0,1
Unassigned|Kentucky|US, nil, nil,#N/A,0,0,0,0,0,0,0,0,1
Webster|Kentucky|US,37.52168356,-87.67989953,594.9621388,0,0,1.041666667,0,0,96,0,1,1
Whitley|Kentucky|US,36.75700531,-84.14541217,308.8462387,0,0,0.578034682,0,0,173,0,1,1
Acadia|Louisiana|US,30.2950649,-92.41419698,3705.375131,0,0,3.363802559,0,0,2735,0,92,1
Allen|Louisiana|US,30.65385745,-92.82442028,4015.296367,0,0,2.567760342,0,0,1402,0,36,1
Ascension|Louisiana|US,30.20406249,-90.9132841,#N/A,0,0,2.677165354,0,0,3175,0,85,1
Assumption|Louisiana|US,29.89946234,-91.06461642,2425.654379,0,0,3.184713376,0,0,628,0,20,1
Avoyelles|Louisiana|US,31.07796211,-92.00079449,2229.473894,0,0,3.344481605,0,0,1196,0,40,1
Beauregard|Louisiana|US,30.64836518,-93.34173616,1858.815372,0,0,3.017241379,0,0,928,0,28,1
Bienville|Louisiana|US,32.34569994,-93.05398492,2628.200287,0,0,7.481296758,0,0,401,0,30,1
Bossier|Louisiana|US,32.67932307,-93.60460152,1587.701415,0,0,3.452380952,0,0,2520,0,87,1
Caddo|Louisiana|US,32.57991587,-93.88375652,2500.790994,0,0,4.302587177,0,0,7112,0,306,1
Calcasieu|Louisiana|US,30.22931235,-93.35400434,2906.56521,0,0,2.294402211,0,0,7235,0,166,1
Caldwell|Louisiana|US,32.0902519,-92.11752148,1875.3781,0,0,1.140684411,0,0,263,0,3,1
Cameron|Louisiana|US,29.87592238,-93.19310676,2265.88269,0,0,0.574712644,0,0,174,0,1,1
Catahoula|Louisiana|US,31.66778967,-91.84526385,2622.709079,0,0,1.775147929,0,0,338,0,6,1
Claiborne|Louisiana|US,32.82308512,-92.99526883,1365.666879,0,0,3.75,0,0,320,0,12,1
Concordia|Louisiana|US,31.44817835,-91.63814433,1298.094397,0,0,2.290076336,0,0,393,0,9,1
De Soto|Louisiana|US,32.05457447,-93.74130302,2268.506718,0,0,3.740648379,0,0,802,0,30,1
East Baton Rouge|Louisiana|US,30.53842039,-91.09777565,2403.314101,0,0,2.98654166,0,0,13226,0,395,1
East Carroll|Louisiana|US,32.73926954,-91.23425694,7170.966331,0,0,0.379506641,0,0,527,0,2,1
East Feliciana|Louisiana|US,30.84425359,-91.04976723,2539.848445,0,0,6.073446328,0,0,708,0,43,1
Evangeline|Louisiana|US,30.72985248,-92.39915924,2054.19973,0,0,2.010050251,0,0,995,0,20,1
Franklin|Louisiana|US,32.13675181,-91.67589857,3792.155883,0,0,2.34375,0,0,1024,0,24,1
Grant|Louisiana|US,31.59882456,-92.56124347,1188.083434,0,0,6.684491979,0,0,374,0,25,1
Iberia|Louisiana|US,29.86803617,-91.75871777,3044.536732,0,0,3.058912387,0,0,2648,0,81,1
Iberville|Louisiana|US,30.25734305,-91.3499598,3331.180216,0,0,3.945371775,0,0,1318,0,52,1
Jackson|Louisiana|US,32.30251776,-92.55692092,2204.014228,0,0,4.88997555,0,0,409,0,20,1
Jefferson|Louisiana|US,29.74075478,-90.11115756,3243.058269,0,0,3.354991878,0,0,16006,0,537,1
Jefferson Davis|Louisiana|US,30.26896765,-92.81210004,2977.556746,0,0,2.880288029,0,0,1111,0,32,1
LaSalle|Louisiana|US,31.67884782,-92.15907765,1430.298147,0,0,1.101928375,0,0,363,0,4,1
Lafayette|Louisiana|US,30.2049055,-92.06959876,2494.373747,0,0,1.271134148,0,0,8103,0,103,1
Lafourche|Louisiana|US,29.52470226,-90.40976986,2528.325855,0,0,3.481939473,0,0,3073,0,107,1
Lincoln|Louisiana|US,32.6003154,-92.6659741,1437.679175,0,0,4.382929642,0,0,867,0,38,1
Livingston|Louisiana|US,30.44143993,-90.73061664,1790.622847,0,0,1.854140915,0,0,3236,0,60,1
Madison|Louisiana|US,32.36918118,-91.23973355,4894.53018,0,0,0.923076923,0,0,650,0,6,1
Morehouse|Louisiana|US,32.81686191,-91.80421614,1696.550615,0,0,2.664298401,0,0,563,0,15,1
Natchitoches|Louisiana|US,31.72321584,-93.09816516,1713.926306,0,0,2.288329519,0,0,874,0,20,1
Orleans|Louisiana|US,30.06971951,-89.92660315,2615.444554,0,0,5.110472427,0,0,11134,0,569,1
Ouachita|Louisiana|US,32.47645559,-92.15704172,2807.951513,0,0,2.298417483,0,0,5308,0,122,1
Out of LA|Louisiana|US, nil, nil,#N/A,0,0,0,0,0,0,0,0,1
Plaquemines|Louisiana|US,29.42245447,-89.60322085,1806.268052,0,0,3.95010395,0,0,481,0,19,1
Pointe Coupee|Louisiana|US,30.71409502,-91.60209535,3143.12011,0,0,4.118993135,0,0,874,0,36,1
Rapides|Louisiana|US,31.19778499,-92.52997303,2237.597186,0,0,3.569467326,0,0,3642,0,130,1
Red River|Louisiana|US,32.09530039,-93.34213308,2025.586354,0,0,6.375838926,0,0,298,0,19,1
Richland|Louisiana|US,32.41391005,-91.76634876,2484.842461,0,0,1.217656012,0,0,657,0,8,1
Sabine|Louisiana|US,31.56388699,-93.55433981,2118.573103,0,0,1.833568406,0,0,709,0,13,1
St. Bernard|Louisiana|US,29.87761636,-89.51887093,2112.437558,0,0,2.053036784,0,0,1169,0,24,1
St. Charles|Louisiana|US,29.90709658,-90.35555967,2485.875706,0,0,3.443877551,0,0,1568,0,54,1
St. Helena|Louisiana|US,30.82210324,-90.71013176,2309.51441,0,0,0.660066007,0,0,303,0,2,1
St. James|Louisiana|US,30.02531716,-90.80212061,2896.283656,0,0,4.429530201,0,0,745,0,33,1
St. John the Baptist|Louisiana|US,30.12597499,-90.4753503,3093.120433,0,0,6.334231806,0,0,1484,0,94,1
St. Landry|Louisiana|US,30.59724262,-92.00135806,2501.095904,0,0,3.528225806,0,0,2976,0,105,1
St. Martin|Louisiana|US,30.13112107,-91.61403569,2734.367689,0,0,2.736726875,0,0,1827,0,50,1
St. Mary|Louisiana|US,29.69262097,-91.44702164,2747.831726,0,0,3.798947984,0,0,1711,0,65,1
St. Tammany|Louisiana|US,30.40942847,-89.95642711,1754.096283,0,0,3.923611111,0,0,5760,0,226,1
Tangipahoa|Louisiana|US,30.62888673,-90.40664996,2226.954986,0,0,2.256988972,0,0,3899,0,88,1
Tensas|Louisiana|US,32.00760749,-91.32915234,1245.96216,0,0,0.806451613,0,0,124,0,1,1
Terrebonne|Louisiana|US,29.37343766,-90.82626855,2401.752655,0,0,2.831050228,0,0,3285,0,93,1
Unassigned|Louisiana|US, nil, nil,#N/A,0,0,58.50622407,0,0,241,0,141,1
Union|Louisiana|US,32.83121059,-92.3749373,2591.821965,0,0,4.663212435,0,0,772,0,36,1
